Ülemkood;RfkLiik;Kood;Kirjeldus;Selgitus;KA;VA;
b210-b229;B;b2102;Nägemise kvaliteet;Nägemisfunktsioonid, mis hõlmavad valgustundlikkust, värvuste nägemist, kontrastitundlikkust ja kogu nähtava pildi kvaliteeti.;;;
b210-b229;B;b21020;Valgustundlikkus;Nägemisfunktsioonid, mis võimaldavad väikseima valgushulga (valgusmiinimumi) ja väikseima valgusintensiivsuse erinevuse (valguserinevuse) tajumist.;"K.a: pimedusega kohanemise funktsioonid; sellised puuded nagu kanapimesus (liiga väike valgustundlikkus) ja valguspelgus e fotofoobia (ülitundlikkus valguse suhtes)";;
b210-b229;B;b21021;Värvuste nägemine;Nägemisfunktsioonid, mis võimaldavad värvuste eristamist ja võrdlemist.;;;
b210-b229;B;b21022;Kontrastitundlikkus;Nägemisfunktsioonid, mis võimaldavad minimaalseima valguse korral eraldada objekti selle taustast.;;;
b210-b229;B;b21023;Nägemiskujutise kvaliteet;Nägemisfunktsioonid, mis tagavad nägemiskujutise kvaliteedi.;K.a: sellised puuded nagu ekslevate tulede nägemise, muutunud nägemiskujutise kvaliteedi (ujumine või ämblikuvõrk), kujutise moonutumise ja sädemete või välgatuste nägemise puhul;;
b210-b229;B;b21028;TT nägemise kvaliteet;;;;
b210-b229;B;b21029;Tta nägemise kvaliteet;;;;
b210-b229;B;b2108;TT nägemisfunktsioonid;;;;
b210-b229;B;b2109;Tta nägemisfunktsioonid;;;;
b210-b229;B;b215;Silmamunade funktsioonid;Silmas ja silma ümber asuvate nägemisfunktsioone hõlbustavate struktuuride funktsioonid.;"K.a: silmasiseste ja -väliste lihaste ning silmalau funktsioonid, kaasa arvatud tahtlikud silmaliigutused ja refleksid ning silma fikseerimine, pisaranäärmed, akommodatsioon, pupillirefleks; sellised puuded nagu silmatõmblus e nüstagm, silmakuivus e kseroftalmia ja ptoos";"V.a: nägemisfunktsioonid (b210); VII peatükk, Närvide, lihaste ja luustiku ning liikumisega seotud funktsioonid";
b210-b229;B;b2150;Silmasiseste lihaste funktsioonid;Silmasiseste lihaste funktsioonid, mis reguleerivad pupilli ning läätse kuju ja suurust, nagu vikerkest.;K.a: akommodatsioonifunktsioonid, pupillirefleks;;
b210-b229;B;b2151;Silmalau funktsioonid;Silmalau funktsioonid, nagu kaitserefleks.;;;
b210-b229;B;b2152;Silmaväliste lihaste funktsioonid;Lihaste funktsioonid, mis võimaldavad eri suunas vaatamist, üle nägemisvälja liikuva objekti jälgimist, liikuva sihtmärgi tabamiseks vajalike järskude nõksuvate liigutuste tegemist ja silma fikseerimist.;"K.a: silmatõmblus e nüstagm; mõlema silma koordinatsioon";;
b210-b229;B;b2153;Pisaranäärmete funktsioonid;Pisaranäärmete ja -juhade funktsioonid.;;;
b210-b229;B;b2158;TT silmamanuste funktsioonid;;;;
b210-b229;B;b2159;Tta silmamanuste funktsioonid;;;;
b210-b229;B;b220;Silma ja -manustega seonduvad aistingud;Väsinud, kuiva ja kiheleva silma või muu sarnase tundmine.;"K.a: survetunne silma taga, võõrkeha või põletustunne silmas, silma ülepingutus; silmaärritus";V.a: valuaisting (b280);
b210-b229;B;b229;TT ja Tta nägemisega seotud ja nägemisfunktsioonid;;;;
b2;B;b230-b249;Kuulmis- ja tasakaalufunktsioonid;;;;
b230-b249;B;b230;Kuulmisfunktsioonid;Helide olemasolu ja nende paigutuse, kõrguse, tugevuse ja kvaliteedi tajumisega seotud sensoorsed funktsioonid.;"K.a: heliallika kuulmise, akustilise eristamine ja lokaliseerimise, heli suuna tajumise ja kõne eristamise funktsioonid; sellised puuded nagu kurtus, vaegkuulmine või kuulmisnõrkus";V.a: tajufunktsioonid (b156) ja keele vaimsed funktsioonid (b167);
b230-b249;B;b2300;Heli tajumine;Helide tajumisega seotud sensoorsed funktsioonid.;;;
b230-b249;B;b2301;Helide eristamine;Helide tajumise ja taustast eristamisega seotud sensoorsed funktsioonid ning mõlema kõrvaga kuuldavate helide koondamine tervikuks (binauraalne süntees), helide eraldamine ja ühendamine.;;;
b230-b249;B;b2302;Heliallika lokaliseerimine;Heliallika asukoha määramisega seotud sensoorsed funktsioonid.;;;
b230-b249;B;b2303;Heli lateraliseerimine;Sensoorsed funktsioonid, mille abil tehakse kindlaks, kas heli tuleb paremalt või vasakult.;;;
b230-b249;B;b2304;Kõne eristamine;Sensoorsed funktsioonid, mille abil määratletakse suulist kõnet ja eristatakse seda muudest helidest.;;;
b230-b249;B;b2308;TT kuulmisfunktsioonid;;;;
b230-b249;B;b2309;Tta kuulmisfunktsioonid;;;;
b230-b249;B;b235;Tasakaaluelundi funktsioonid;Sisekõrva sensoorsed funktsioonid, mis on seotud asendi, tasakaalu säilitamise ja liikumisega.;"K.a: asendi ja asenditaju funktsioonid; keha tasakaalu ja liikumise funktsioonid";V.a: kuulmise ja tasakaaluelundi funktsioonidega seonduvad aistingud (b240);
b230-b249;B;b2350;Kehaasendiga seotud vestibulaarfunktsioonid;Sisekõrva sensoorsed funktsioonid, mis on seotud kehaasendi kindlaksmääramisega.;;;
b230-b249;B;b2351;Tasakaaluga seotud vestibulaarfunktsioonid;Sisekõrva sensoorsed funktsioonid, mis on seotud keha tasakaalu säilitamisega.;;;
b230-b249;B;b2352;Liikumisega seotud vestibulaarfunktsioonid;Sisekõrva sensoorsed funktsioonid, mis on seotud keha liikumisega, kaasa arvatud liikumise suund ja kiirus.;;;
b230-b249;B;b2358;TT tasakaaluelundi funktsioonid;;;;
b230-b249;B;b2359;Tta tasakaaluelundi funktsioonid;;;;
b230-b249;B;b240;Kuulmise ja tasakaaluelundi funktsiooniga seonduvad aistingud;Peapööritus-, kukkumis-, tinnitustunne või tasakaaluhäired (vertiigo).;K.a: kõrvade kumisemine, ärritus- või survetunne kõrvas, peapööritus- või tasakaalutustundega seotud iiveldus;"V.a: tasakaaluelundi funktsioonid (b235); valuaisting (b280)";
b230-b249;B;b2400;Tinnitus;Madalatoonilise müha, sisina või kumisemise tunne kõrvas.;;;
b230-b249;B;b2401;Peapööritustunne;"Iseenda või oma ümbruse liikumise tunne; tiirlemis-, õõtsumis- või kaldumistunne.";;;
b230-b249;B;b2402;Kukkumistunne;Pinna jalge alt kaotamise ja kukkumise tunne.;;;
b230-b249;B;b2403;Peapöörituse või tasakaaluhäirega seotud iiveldus;Oksendamistunne, mille põhjustab peapööritus või tasakaaluhäire.;;;
b230-b249;B;b2404;Ärritus kõrvas;Kihelus või muu selletaoline aisting kõrvas.;;;
b230-b249;B;b2405;Surve kõrvas;Survetunne kõrvas;;;
b230-b249;B;b2408;TT kuulmise ja tasakaaluelundi funktsiooniga seonduvad aistingud;;;;
b230-b249;B;b2409;Tta kuulmise ja tasakaaluelundi funktsiooniga seonduvad aistingud;;;;
b230-b249;B;b249;TT ja Tta kuulmis- ja tasakaalufunktsioonid;;;;
b2;B;b250-b279;Muud sensoorsed funktsioonid;;;;
b250-b279;B;b250;Maitsmisfunktsoonid;Mõru, magusa, hapu ja soolase maitse tundmise sensoorsed funktsioonid.;"K.a: maitse tundmise funktsioonid; sellised puuded nagu maitsetundetus e ageusia ja maitseaistingunõrkus e hüpogeusia";;
b250-b279;B;b255;Haistmisfunktsioon;Lõhnade ja haisude tundmise sensoorsed funktsioonid.;"K.a: haistmisse puutuvad funktsioonid; sellised puuded nagu haistmisvõimetus e anosmia või haistmisnõrkus e hüposmia";;
b250-b279;B;b260;Asenditndlikkuse funktsioon;Kehaosade omavahelise asendi tajumise sensoorsed funktsioonid.;K.a: paigaloleku- ja liikumisaistingu funktsioonid;"V.a: tasakaaluelundi funktsioonid (b235); lihaste ja liikumisega seonduvad aistingud (b780)";
b250-b279;B;b265;Puutetundlikkuse funktsioon;Pindade ja nende struktuuri või kvaliteedi tajumise sensoorsed funktsioonid.;"K.a: puudutamise, puudutuse tundmise funktsioonid; sellised puuded nagu tuimus, tundetus e anesteesia, torkimisaisting, väärtundlikkus e paresteesia ja liigtundlikkus e hüperesteesia";V.a: temperatuuri ja muude ärritajatega seotud sensoorsed funktsioonid (b270);
b250-b279;B;b270;Temperatuuri ja muude ärritajatega seotud sensoorsed funktsioonid;Temperatuuri, vibratsiooni, surve ja kahjustavate ärritajate tajumise sensoorsed funktsioonid.;K.a: temperatuuri, vibratsiooni, raputamise või kõikumise, pindmise surve, tugeva surve, põletustunde või kahjustavate ärritajate tajumise funktsioonid;"V.a: puutetundlikkuse funktsioonid (b265); valuaisting (b280)";
b250-b279;B;b2700;Temperatuuritundlikkus;Külma ja kuuma tajumise sensoorsed funktsioonid.;;;
b250-b279;B;b2701;Vibratsioonitundlikkus;Raputamise või kõikumise tajumise sensoorsed funktsioonid.;;;
b250-b279;B;b2702;Survetundlikkus;Nahale avaldatava surve tajumise sensoorsed funktsioonid.;"K.a: sellised puuded nagu ülitundlikkus puudutuste suhtes, tuimus, tundlikkuse vähenemine e hüpesteesia; liigtundlikkus e hüperesteesia, väärtundlikkus e paresteesia ja torkimisaisting";;
b250-b279;B;b2703;Tundlikkus kahjustavate ärritajate suhtes;Valu- ja ebamugavustunde tajumise sensoorsed funktsioonid.;K.a: sellised puuded nagu vähe- või liigvalutundlikkus (hüpalgeesia või hüperpaatia), muutunud valutundlikkus e allodüünia, valutundetus e analgeesia ja valulik tuimus.;;
b250-b279;B;b2708;TT temperatuuri ja muude ärritajatega seotud sensoorsed funktsioonid;;;;
b250-b279;B;b2709;Tta temperatuuri ja muude ärritajatega seotud sensoorsed funktsioonid;;;;
b250-b279;B;b279;TT ja Tta muud sensoorsed funktsioonid;;;;
b2;B;b280-289;Valu;;;;
b280-289;B;b280;Valuaisting;Ebameeldiva aistingu tajumine, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;"K.a: üldise või paikse valu tundmine ühes või mitmes kehaosas, valu nahasegmendis, torkav, põletav, tuim, pidev valu; sellised puuded nagu lihasevalu e müalgia,  valutundetus e analgeesia ja liigvalutundlikkus e hüperalgeesia";;
b280-289;B;b2800;Üldine valu;Ebameeldiva aistingu tajumine üldisena või üle kogu keha, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b2801;Valu mingis kehaosas;Ebameeldiva aistingu tajumine ühes või mitmes kehaosas, mis osutab mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b28010;Pea- või kaelavalu;Ebameeldiva aistingu tajumine peas või kaelas, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b28011;Rinnavalu;Ebameeldiva aistingu tajumine rinnus, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b28012;Mao- või kõhuvalu;Ebameeldiva aistingu tajumine maos või kõhus, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;K.a: valu vaagnapiirkonnas;;
b280-289;B;b28013;Seljavalu;Ebameeldiva aistingu tajumine seljas, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;"K.a: valu selja ülaosas; nimmevalu";;
b280-289;B;b28014;Ülajäseme valu;Ebameeldiva aistingu tajumine kas ühes või mõlemas ülajäsemes, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b28015;Alajäseme valu;Ebameeldiva aistingu tajumine kas ühes või mõlemas alajäsemes, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b28016;Liigesevalu;Ebameeldiva aistingu tajumine ühes või mitmes liigeses, kaasa arvatud väikesed ja suured liigesed, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;"K.a: puusavalu; õlavalu";;
b280-289;B;b28018;TT valu mingis kehaosas;;;;
b280-289;B;b28019;Tta valu mingis kehaosas;;;;
b280-289;B;b2802;Valu mitmes kehaosas;Ebameeldiva aistingu tajumine mitmes kehaosas, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b2803;Kiirguv valu naha innervatsioonisegmendis;Ebameeldiva aistingu tajumine ühe närvijuure innerveeritud nahapiirkonnas, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b2804;Kiirguv valu nahasegmendis või - piirkonnas;Ebameeldiva aistingu tajumine eri kehaosade nahapiirkondades, kus ei ole tegemist sama närvijuure poolt innerveeritud aladega, mis osutab organismi mõne struktuuri võimalikule või tegelikule kahjustumisele.;;;
b280-289;B;b289;TT ja Tta valuaisting;;;;
b280-289;B;b298;TT sensoorsed funktsioonid ja valu;;;;
b280-289;B;b299;TT sensoorsed funktsioonid ja valu;;;;
b;B;b3;HÄÄLE JA KÕNEFUNKTSIOONID;See peatükk käsitleb helide ja kõne moodustamist.;;;
b3;B;b310-b340;NULL;NULL;;;
b310-b340;B;b310;Häälefunktsioonid;Mitmesuguste helide tekitamise funktsioonid õhu kõrist läbimineku ajal.;"K.a: hääle tekitamise ja selle kvaliteedi funktsioonid; hääle moodustamise, hääle kõrguse, tugevuse ja muude omaduste funktsioonid; sellised puuded nagu häälekadu e  afoonia, häälehäire e düsfoonia, kähehäälsus, liig- või vaegnasaalsus";"V.a: keele vaimsed funktsioonid (b167); hääldamis- e artikulatsioonifunktsioonid (b320)";
b310-b340;B;b3100;Hääle tekitamine;Heli tekitamise funktsioonid kõri ja kõri ümbritsevate lihaste ning hingamissüsteemi tegevuse koordinatsiooni kaudu.;"K.a: hääle tekitamise e fonatsiooni ja hääle tugevuse funktsioonid; häälekao e afoonia puue";;
b310-b340;B;b3101;Hääle kvaliteet;Hääle kõrguse, kõlavuse jt omaduste tekitamise funktsioonid.;"K.a: kõrge või madala heli funktsioonid; sellised puuded nagu liignasaalsus, vaegnasaalsus, düsfoonia, hääle kähedus või karedus";;
b310-b340;B;b3108;TT häälefunktsioonid;;;;
b310-b340;B;b3109;Tta häälefunktsioonid;;;;
b310-b340;B;b320;Hääldamis- e artikulatsioonifunktsioonid;Kõnelemisel tekitatavate helidega seotud funktsioonid.;"K.a: hääldamisviisi, foneemide artikulatsiooni funktsioonid; spastiline, ataktiline, lõtv düsartria; anartria";"V.a: keele vaimsed funktsioonid (b167); häälefunktsioonid (b310)";
b310-b340;B;b330;Kõne ladususe ja rütmi funktsioonid;Kõnetempo ja -voolu tekitamise funktsioonid.;"K.a: kõne ladususe, rütmi, kiiruse ja meloodia funktsioonid; prosoodia ja intonatsioon; sellised puuded nagu kogelemine, kokutamine, pudistamine, kõneaeglus e  bradülaalia ja kiirkõnesus e tahhülaalia";"V.a: keele vaimsed funktsioonid (b167); häälefunktsioonid (b310); hääldamis- e artikulatsioonifunktsioonid (b320)";
b310-b340;B;b3300;Kõne ladusus;Sorava ja katkematu kõnevoolu tekitamise funktsioonid.;"K.a: kõne sorava ühendamise funktsioonid; sellised puuded nagu kokutamine, kogelemine, pudistamine, katkendlikkus, helide, sõnade või sõnaosade kordamine ja ebaregulaarsed kõnekatkestused.";;
b310-b340;B;b3301;Kõne rütm;Kõne modulatsiooni, tempo ja rõhuasetuse funktsioonid.;K.a: sellised puuded nagu stereotüüpne või korduv kõnerütm;;
b310-b340;B;b3302;Kõne kiirus;Kõne kiirust määravad funktsioonid.;K.a: sellised puuded nagu kõneaeglus e bradülaalia ja kiirkõnesus e tahhülaalia;;
b310-b340;B;b3303;Kõne meloodia;Kõne helikõrguse muutmise funktsioonid.;"K.a: kõne prosoodia, intonatsioon, meloodia; sellised puuded nagu monotoonne kõne";;
b310-b340;B;b3308;TT kõne ladususe ja rütmi funktsioonid;;;;
b310-b340;B;b3309;Tta kõne ladususe ja rütmi funktsioonid;;;;
b310-b340;B;b340;Muude hääleliste väljenduste funktsioonid;Mitmesuguste helide tekitamise  funktsioonid.;"K.a: toonide ja helindite tekitamise funktsioonid, nagu laulmisel, retsiteerimisel, lalisemisel ja ümisemisel; valjusti nutmine ja karjumine";"V.a: keele vaimsed funktsioonid (b167); häälefunktsioonid (b310);hääldamis- e artikulatsioonifunktsioonid (b320); kõne ladususe ja rütmi funktsioonid (b330)";
b310-b340;B;b3400;Toonide tekitamine;Muusikaliste vokaalhelide tekitamise funktsioonid.;K.a: üksiku või seotud vokaalheli pikendamine, muutmine või lõpetamine helikõrguse muutmisega, nagu laulmisel, ümisemisel või retsiteerimisel;;
b310-b340;B;b3401;Järjestikuste helide moodustamine;Mitmesuguste hääleliste väljenduste tekitamise funktsioonid.;K.a: laste lalisemise funktsioonid;;
b310-b340;B;b3408;TT muude hääleliste väljenduste funktsioonid;;;;
b310-b340;B;b3409;Tta muude hääleliste väljenduste funktsioonid;;;;
b310-b340;B;b398;TT hääle- ja kõnefunktsioonid;;;;
b310-b340;B;b399;Tta hääle- ja kõnefunktsioonid;;;;
b;B;b4;KARDIOVASKULAARSE, HEMATOLOOGILISE, IMMUNOLOOGILISE ja RESPIRATOORSE SÜSTEEMI FUNKTSIOONID;See peatükk käsitleb kardiovaskulaarsüsteemi (südame ja veresoonte funktsioonid), hematoloogilise ja immuunsüsteemi (vere ja immuunsuse funktsioonid) ning  respiratoorsüsteemiga (hingamise ja koormustaluvuse funktsioonid) seotud funktsioone.;;;
b4;B;b410-b429;Südame ja veresoonte funktsioonid;;;;
b410-b429;B;b410;Südame funktsioonid;Südame kui pumba funktsioon, mis tagab sobiva ja vajaliku verehulga ning vererõhu kogu kehas.;"K.a: südame löögisageduse, rütmi ja minutimahu funktsioonid; südamevatsakeste lihaste kontraktsioonijõud; südameklappide funktsioonid; vere pumpamine läbi kopsuvereringe; südamevereringe dünaamika; sellised puuded nagu tahhükardia, bradükardia ja ebaregulaarne südame löögisagedus ning südameatakk, kardiomüopaatia, müokardiit ja südamepuudulikkus";"V.a: veresoonte funktsioonid (b415); vererõhu funktsioonid (b420); koormustaluvuse funktsioonid (b455)";
b410-b429;B;b4100;Südame löögisagedus;Funktsioonid, mis on seotud südame kokkutõmmete arvuga minutis.;K.a: sellised puuded nagu liiga suur või liiga väike südame löögisagedus (tahhükardia või bradükardia);;
b410-b429;B;b4101;Südamerütm;Südamelöökide regulaarsusega seotud funktsioonid.;K.a: sellised puuded nagu arütmiad;;
b410-b429;B;b4102;Südamelihaste kontraktsiooni jõud;Südamelihastega iga südamelöögi ajal pumbatud vere hulgaga seotud funktsioonid.;K.a: sellised puuded nagu vähenenud löögimaht;;
b410-b429;B;b4103;Südame verevarustus;Südamelihase verevarustusega seotud funktsioonid.;K.a: sellised puuded nagu südame isheemiatõbi;;
b410-b429;B;b4108;TT südamefunktsioonid;;;;
b410-b429;B;b4109;Tta südamefunktsioonid;;;;
b410-b429;B;b415;Veresoonte funktsioonid;Vere kehasse transportimise funktsioonid.;"K.a: arterite, kapillaaride ja veenide funktsioonid; vasomotoorne funktsioon; kopsuarterite, -kapillaaride ja -veenide funktsioonid; veeniklappide funktsioonid; sellised puuded nagu arterite ummistumine või ahenemine; ateroskleroos, arterioskleroos, tromb";"V.a: südamefunktsioonid (b410); vererõhu funktsioonid (b420); vere funktsioonid (b430); koormustaluvuse funktsioonid (b455)";
b410-b429;B;b4150;Arterite funktsioonid;Funktsioonid, mis on seotud verevooluga arterites.;"K.a: sellised puuded nagu arterite laienemine; arterite ahenemine, nagu see on vahelduva lonkamise puhul";;
b410-b429;B;b4151;Kapillaaride funktsioonid;Funktsioonid, mis on seotud verevooluga kapillaarides.;;;
b410-b429;B;b4152;Veenide funktsioonid;Funktsioonid, mis on seotud verevooluga veenides ja veeniklappide funktsioonid.;"K.a: selllised puuded nagu veenide laienemine; veenide ahenemine; ebapiisav klappide sulgumine, nagu see on veenilaiendite puhul";;
b410-b429;B;b4158;TT veresoonte funktsioonid;;;;
b410-b429;B;b4159;Tta veresoonte funktsioonid;;;;
b410-b429;B;b420;Vererõhu funktsioonid;Arteriaalse rõhu säilitamise funktsioonid.;"K.a: vererõhu säilimise funktsioonid; kõrge ja madal vererõhk; sellised puuded nagu hüpotensioon, hüpertensioon ja keha asendist sõltuv hüpotensioon";"V.a: südamefunktsioonid (b410); veresoonte funktsioonid (b415); koormustaluvuse funktsioonid (b455)";
